region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
sacramento,20900,2014.0,toyota,tacoma,Unknown,Unknown,gas,96000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,38.6157,-121.5053,117,2021.0,5.0,7.0,13714.285714285714,0,0.09435
bakersfield,40995,2013.0,ford,Other,Unknown,Unknown,diesel,132995.0,clean,automatic,4wd,Unknown,Unknown,white,ca,34.070311,-117.446303,3514,2021.0,4.0,8.0,16624.375,0,0.1533
tampa bay area,6200,2008.0,kia,Other,Unknown,4 cylinders,gas,68935.0,clean,automatic,fwd,mid-size,SUV,Unknown,fl,27.916629,-82.782757,1480,2021.0,5.0,13.0,5302.692307692308,0,0.0204
ft myers / SW florida,3500,2002.0,ford,f-150,good,8 cylinders,gas,228299.0,clean,automatic,rwd,Unknown,pickup,red,fl,26.6065,-81.9502,136,2021.0,4.0,19.0,12015.736842105263,1,0.1533
Other,31995,2012.0,toyota,Other,excellent,8 cylinders,gas,67580.0,clean,automatic,4wd,full-size,truck,silver,ca,35.246801,-120.667596,2209,2021.0,4.0,9.0,7508.888888888889,0,0.09435
colorado springs,22199,2014.0,mercedes-benz,e-class,Unknown,6 cylinders,gas,48508.0,clean,automatic,rwd,mid-size,sedan,blue,co,39.5805,-104.9011,11090,2021.0,4.0,7.0,6929.714285714285,0,0.03715
Other,9948,2006.0,toyota,Other,Unknown,Unknown,gas,169262.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,30.4481,-87.2589,228,2021.0,5.0,15.0,11284.133333333333,1,0.09435
pueblo,39995,2017.0,jeep,Other,Unknown,6 cylinders,gas,51064.0,clean,automatic,4wd,Unknown,SUV,silver,co,33.3917,-111.9249,2898,2021.0,4.0,4.0,12766.0,0,0.03625
fresno / madera,46977,2019.0,volvo,Other,excellent,Unknown,gas,31456.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,35.283445,-120.658029,4604,2021.0,4.0,2.0,15728.0,0,0.00935
redding,26990,2019.0,volkswagen,Other,good,Unknown,gas,13663.0,clean,other,fwd,Unknown,sedan,Unknown,ca,33.779214,-84.411811,4892,2021.0,5.0,2.0,6831.5,0,0.02345
"washington, DC",2950,1992.0,Unknown,Other,excellent,6 cylinders,gas,119107.0,clean,automatic,rwd,full-size,sedan,silver,dc,38.7794,-77.1194,179,2021.0,5.0,29.0,4107.137931034483,0,0.04385
Other,38590,2020.0,lincoln,Other,good,6 cylinders,gas,1772.0,clean,other,fwd,Unknown,sedan,black,al,33.23,-87.54,4109,2021.0,4.0,1.0,1772.0,0,0.00915
orange county,18900,2009.0,ford,Other,excellent,8 cylinders,gas,138348.0,Unknown,automatic,Unknown,Unknown,truck,Unknown,ca,33.873436,-117.542806,4361,2021.0,5.0,12.0,11529.0,0,0.1533
delaware,27990,2020.0,ford,Other,good,Unknown,gas,10688.0,clean,other,Unknown,Unknown,pickup,white,de,33.779214,-84.411811,4367,2021.0,4.0,1.0,10688.0,0,0.1533
little rock,4900,2007.0,buick,Other,good,Unknown,gas,167000.0,clean,automatic,Unknown,Unknown,Unknown,white,ar,35.0842,-92.4236,359,2021.0,4.0,14.0,11928.57142857143,1,0.00855
phoenix,27551,2019.0,honda,cr-v,Unknown,4 cylinders,gas,11074.0,clean,automatic,fwd,mid-size,SUV,white,az,33.272273,-111.833863,8438,2021.0,5.0,2.0,5537.0,0,0.0545
hartford,24555,2016.0,chevrolet,Other,Unknown,Unknown,gas,74209.0,clean,automatic,4wd,Unknown,pickup,blue,ct,43.066264,-71.447,2054,2021.0,4.0,5.0,14841.8,0,0.11195
fort collins / north CO,7999,2010.0,nissan,altima,Unknown,4 cylinders,gas,96555.0,clean,automatic,fwd,Unknown,sedan,Unknown,co,40.182151,-105.102373,7931,2021.0,4.0,11.0,8777.727272727272,0,0.04915
orlando,19990,2016.0,volvo,Other,good,Unknown,gas,44403.0,clean,other,fwd,Unknown,sedan,Unknown,fl,28.5,-81.37,4323,2021.0,5.0,5.0,8880.6,0,0.00935
colorado springs,22499,2016.0,lexus,Other,good,6 cylinders,gas,71626.0,clean,automatic,4wd,Unknown,sedan,grey,co,38.843335,-104.793839,1296,2021.0,4.0,5.0,14325.2,0,0.02515
fayetteville,21595,2016.0,ford,Other,good,6 cylinders,gas,81334.0,clean,automatic,Unknown,Unknown,other,silver,ar,36.203482,-94.138862,2452,2021.0,4.0,5.0,16266.8,0,0.1533
orlando,17995,1990.0,ford,Other,Unknown,Unknown,diesel,78019.0,clean,automatic,Unknown,Unknown,truck,white,fl,28.73086,-81.31197,2380,2021.0,4.0,31.0,2516.7419354838707,0,0.1533
SF bay area,17998,2016.0,dodge,Other,excellent,8 cylinders,gas,88516.0,salvage,automatic,rwd,full-size,sedan,grey,ca,38.609627,-121.434996,19938,2021.0,5.0,5.0,17703.2,0,0.0322
sacramento,30990,2017.0,cadillac,Other,good,6 cylinders,gas,53561.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,38.58,-121.49,3950,2021.0,5.0,4.0,13390.25,0,0.01445
ocala,42998,2014.0,ram,Other,Unknown,Unknown,diesel,197853.0,clean,Unknown,4wd,Unknown,other,silver,fl,28.00853,-82.45974,2277,2021.0,4.0,7.0,28264.714285714286,1,0.0382
Other,11850,2015.0,jeep,Other,good,6 cylinders,gas,127323.0,clean,automatic,4wd,full-size,SUV,grey,ar,35.808949,-90.66922,279,2021.0,5.0,6.0,21220.5,0,0.03625
space coast,15990,2013.0,bmw,Other,good,Unknown,gas,59466.0,clean,other,rwd,Unknown,coupe,black,fl,28.17,-80.6,4902,2021.0,4.0,8.0,7433.25,0,0.0387
Other,17925,2017.0,nissan,Other,Unknown,Unknown,gas,47067.0,clean,automatic,4wd,compact,hatchback,white,ct,41.197651,-73.20814,2286,2021.0,4.0,4.0,11766.75,0,0.04915
Other,5500,2009.0,mazda,Other,excellent,4 cylinders,gas,148500.0,clean,automatic,fwd,Unknown,Unknown,blue,co,40.162896,-105.080427,721,2021.0,4.0,12.0,12375.0,0,0.0144
SF bay area,2500,2001.0,honda,civic,good,4 cylinders,gas,129000.0,clean,automatic,fwd,compact,sedan,black,ca,37.5735,-122.0469,86,2021.0,5.0,20.0,6450.0,0,0.0545
tampa bay area,3295,1996.0,toyota,corolla,Unknown,4 cylinders,gas,106934.0,clean,automatic,fwd,Unknown,sedan,Unknown,fl,27.93807,-82.796989,647,2021.0,4.0,25.0,4277.36,0,0.09435
sarasota-bradenton,25995,2015.0,lexus,Other,Unknown,Unknown,gas,58330.0,clean,automatic,fwd,Unknown,sedan,Unknown,fl,27.26977,-82.48229,1660,2021.0,4.0,6.0,9721.666666666666,0,0.02515
delaware,33990,2012.0,ford,Other,good,8 cylinders,diesel,49678.0,clean,automatic,4wd,full-size,truck,white,de,40.468785,-74.281707,2672,2021.0,4.0,9.0,5519.777777777777,0,0.1533
south florida,8499,2017.0,hyundai,Other,like new,4 cylinders,gas,90000.0,clean,automatic,fwd,Unknown,Unknown,silver,fl,25.985,-80.1407,883,2021.0,5.0,4.0,22500.0,0,0.0267
denver,15990,2014.0,hyundai,Other,good,Unknown,other,96636.0,clean,other,fwd,Unknown,sedan,red,co,39.76,-104.87,4099,2021.0,5.0,7.0,13805.142857142857,0,0.0267
Other,9200,2005.0,toyota,Other,excellent,8 cylinders,gas,182000.0,clean,automatic,rwd,full-size,truck,red,ga,34.645,-83.5243,165,2021.0,4.0,16.0,11375.0,1,0.09435
south florida,24990,2017.0,mercedes-benz,c-class,Unknown,4 cylinders,gas,33035.0,clean,automatic,4wd,compact,sedan,black,fl,26.326209,-80.199007,8724,2021.0,5.0,4.0,8258.75,0,0.03715
fort collins / north CO,31990,2020.0,infiniti,Other,good,6 cylinders,gas,27628.0,clean,other,fwd,Unknown,other,Unknown,co,40.55,-105.06,4034,2021.0,4.0,1.0,27628.0,0,0.01375
Other,25000,2015.0,ram,1500,excellent,8 cylinders,gas,31000.0,clean,automatic,rwd,full-size,pickup,red,az,34.5575,-114.3307,102,2021.0,4.0,6.0,5166.666666666667,0,0.0382
ocala,24998,2014.0,gmc,sierra,Unknown,Unknown,other,148390.0,clean,automatic,rwd,Unknown,pickup,black,fl,28.00853,-82.45974,2338,2021.0,4.0,7.0,21198.571428571428,0,0.0319
Other,27590,2013.0,toyota,Other,good,Unknown,other,43937.0,clean,other,4wd,Unknown,pickup,white,co,40.02104,-105.26465,4504,2021.0,4.0,8.0,5492.125,0,0.09435
redding,10800,2006.0,lexus,Other,excellent,Unknown,gas,124469.0,clean,automatic,rwd,Unknown,sedan,blue,ca,38.608824,-121.400837,4504,2021.0,5.0,15.0,8297.933333333332,0,0.02515
monterey bay,31990,2017.0,cadillac,Other,good,6 cylinders,gas,26906.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,36.6,-121.88,4312,2021.0,4.0,4.0,6726.5,0,0.01445
sacramento,8326,2009.0,honda,odyssey,excellent,6 cylinders,gas,141868.0,clean,automatic,fwd,Unknown,mini-van,Unknown,ca,38.37368,-121.95161,3839,2021.0,5.0,12.0,11822.333333333334,0,0.0545
tampa bay area,39111,2017.0,ram,Other,Unknown,Unknown,diesel,141338.0,clean,Unknown,fwd,Unknown,other,white,fl,28.00853,-82.45974,2297,2021.0,5.0,4.0,35334.5,0,0.0382
sacramento,6000,1999.0,chevrolet,Other,excellent,8 cylinders,gas,193176.0,clean,automatic,4wd,Unknown,SUV,green,ca,38.582612,-121.715126,139,2021.0,5.0,22.0,8780.727272727272,1,0.11195
hartford,6999,2009.0,Unknown,Other,good,4 cylinders,gas,123464.0,clean,automatic,Unknown,Unknown,hatchback,black,ct,,,2162,2021.0,4.0,12.0,10288.666666666666,0,0.04385
denver,4500,2008.0,volvo,Other,Unknown,Unknown,gas,100000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,co,39.71642,-105.011074,339,2021.0,4.0,13.0,7692.307692307692,0,0.00935
redding,13999,2007.0,cadillac,Other,excellent,8 cylinders,gas,110958.0,clean,automatic,rwd,full-size,SUV,blue,ca,38.608933,-121.430188,21741,2021.0,4.0,14.0,7925.571428571428,0,0.01445
"washington, DC",2300,2012.0,nissan,altima,fair,4 cylinders,gas,123000.0,clean,automatic,Unknown,Unknown,Unknown,white,dc,38.781308,-77.461853,335,2021.0,5.0,9.0,13666.666666666666,0,0.04915
pueblo,10494,2014.0,nissan,Other,Unknown,Unknown,gas,136209.0,clean,Unknown,fwd,Unknown,sedan,black,co,38.298339,-104.616024,5684,2021.0,4.0,7.0,19458.428571428572,0,0.04915
south florida,8990,2010.0,lexus,Other,excellent,Unknown,hybrid,89000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,26.2674,-80.2092,2349,2021.0,4.0,11.0,8090.909090909091,0,0.02515
reno / tahoe,24990,2019.0,dodge,Other,excellent,6 cylinders,gas,9869.0,clean,automatic,Unknown,Unknown,coupe,Unknown,ca,39.495568,-119.789546,3974,2021.0,4.0,2.0,4934.5,0,0.0322
yuba-sutter,3999,2005.0,hyundai,Other,excellent,4 cylinders,gas,249142.0,Unknown,automatic,Unknown,Unknown,hatchback,Unknown,ca,39.123441,-121.61144,2367,2021.0,4.0,16.0,15571.375,1,0.0267
denver,7497,2008.0,volvo,Other,excellent,6 cylinders,gas,113591.0,clean,automatic,4wd,Unknown,Unknown,blue,co,39.669621,-104.987862,777,2021.0,5.0,13.0,8737.76923076923,0,0.00935
pueblo,26999,2013.0,ford,Other,excellent,Unknown,gas,188462.0,clean,automatic,4wd,Unknown,pickup,white,co,38.298476,-104.612853,6002,2021.0,4.0,8.0,23557.75,1,0.1533
san luis obispo,16998,2016.0,nissan,Other,excellent,Unknown,gas,37599.0,clean,automatic,fwd,Unknown,SUV,Unknown,ca,35.283445,-120.658029,4875,2021.0,4.0,5.0,7519.8,0,0.04915
orlando,28500,2011.0,jeep,Other,excellent,6 cylinders,gas,30500.0,clean,automatic,4wd,mid-size,SUV,black,fl,28.504671,-81.580353,83,2021.0,5.0,10.0,3050.0,0,0.03625
fort collins / north CO,7999,2012.0,nissan,Other,Unknown,4 cylinders,gas,129785.0,clean,automatic,fwd,Unknown,sedan,Unknown,co,40.182151,-105.102373,8219,2021.0,4.0,9.0,14420.555555555555,0,0.04915
inland empire,7975,2013.0,Unknown,Other,excellent,4 cylinders,gas,157000.0,clean,automatic,fwd,mid-size,coupe,white,ca,34.070612,-117.383384,2329,2021.0,4.0,8.0,19625.0,1,0.04385
fort collins / north CO,27710,2015.0,jeep,grand cherokee,Unknown,6 cylinders,gas,71580.0,clean,automatic,4wd,mid-size,SUV,black,co,39.7305,-105.1915,347,2021.0,4.0,6.0,11930.0,0,0.03625
denver,5500,2006.0,subaru,impreza,excellent,Unknown,gas,193000.0,clean,manual,4wd,Unknown,Unknown,Unknown,co,39.8302,-105.037,246,2021.0,5.0,15.0,12866.666666666666,1,0.0224
phoenix,31990,2019.0,honda,Other,good,Unknown,other,56909.0,clean,other,Unknown,Unknown,pickup,white,az,33.44,-111.8,4125,2021.0,5.0,2.0,28454.5,0,0.0545
south florida,24990,2017.0,bmw,Other,like new,6 cylinders,gas,41000.0,clean,automatic,rwd,compact,sedan,black,fl,26.2997,-80.181,845,2021.0,5.0,4.0,10250.0,0,0.0387
santa barbara,12991,2016.0,chevrolet,Other,excellent,4 cylinders,gas,117987.0,Unknown,automatic,Unknown,Unknown,sedan,Unknown,ca,34.213401,-119.178039,5848,2021.0,4.0,5.0,23597.4,0,0.11195
santa barbara,4975,2011.0,chevrolet,Other,excellent,6 cylinders,gas,139000.0,clean,automatic,fwd,mid-size,sedan,white,ca,34.0662,-117.3993,2325,2021.0,5.0,10.0,13900.0,0,0.11195
Other,11990,2005.0,toyota,tundra,Unknown,Unknown,gas,154000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,30.4874,-84.3189,243,2021.0,4.0,16.0,9625.0,1,0.09435
sarasota-bradenton,9997,2012.0,honda,civic,Unknown,4 cylinders,gas,102531.0,clean,automatic,fwd,Unknown,sedan,white,fl,27.329701,-82.530265,3693,2021.0,5.0,9.0,11392.333333333334,0,0.0545
reno / tahoe,9995,2010.0,audi,Other,excellent,Unknown,gas,71765.0,clean,manual,4wd,Unknown,sedan,grey,ca,38.738325,-121.291642,7453,2021.0,4.0,11.0,6524.090909090909,0,0.01865
ft myers / SW florida,36590,2019.0,infiniti,Other,good,Unknown,other,18605.0,clean,other,Unknown,Unknown,coupe,blue,fl,26.14,-81.79,4012,2021.0,4.0,2.0,9302.5,0,0.01375
ft myers / SW florida,5800,2006.0,jeep,Other,good,5 cylinders,diesel,186000.0,clean,automatic,4wd,full-size,SUV,black,fl,26.419726,-81.723381,256,2021.0,4.0,15.0,12400.0,1,0.03625
santa barbara,36590,2018.0,acura,Other,good,Unknown,other,19139.0,clean,automatic,fwd,Unknown,SUV,Unknown,ca,33.7865,-84.4454,4417,2021.0,4.0,3.0,6379.666666666667,0,0.01315
Other,14000,2005.0,chevrolet,silverado,Unknown,Unknown,diesel,305000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,40.7592,-124.1593,211,2021.0,4.0,16.0,19062.5,1,0.11195
fresno / madera,11700,2008.0,toyota,rav4,Unknown,4 cylinders,gas,109841.0,clean,automatic,Unknown,full-size,SUV,white,ca,36.771039,-119.699564,248,2021.0,5.0,13.0,8449.307692307691,0,0.09435
san diego,5999,2008.0,mini,Other,good,4 cylinders,gas,94750.0,clean,automatic,Unknown,Unknown,Unknown,white,ca,32.7972,-117.1708,449,2021.0,5.0,13.0,7288.461538461538,0,0.0072
denver,4995,2007.0,Unknown,Other,Unknown,4 cylinders,gas,171683.0,clean,automatic,4wd,Unknown,wagon,black,co,39.65421,-105.007494,3137,2021.0,5.0,14.0,12263.07142857143,1,0.04385
los angeles,32590,2019.0,ford,Other,good,6 cylinders,gas,15935.0,clean,other,fwd,Unknown,other,white,ca,34.2,-118.44,4084,2021.0,5.0,2.0,7967.5,0,0.1533
Other,2000,1988.0,ram,Other,fair,Unknown,gas,21855.0,rebuilt,automatic,Unknown,Unknown,van,grey,fl,30.4202,-86.6597,442,2021.0,4.0,33.0,662.2727272727273,0,0.0382
stockton,6950,2008.0,lexus,Other,Unknown,Unknown,gas,176000.0,clean,automatic,fwd,Unknown,sedan,silver,ca,38.530498,-121.387708,4160,2021.0,4.0,13.0,13538.461538461539,1,0.02515
Other,19990,2018.0,mitsubishi,Other,good,Unknown,other,15207.0,clean,automatic,4wd,Unknown,SUV,Unknown,ga,33.95,-83.39,4099,2021.0,4.0,3.0,5069.0,0,0.00675
fresno / madera,17950,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,181367.0,clean,automatic,rwd,full-size,pickup,silver,ca,36.905852,-119.794299,1244,2021.0,4.0,7.0,25909.571428571428,1,0.11195
tucson,11999,2014.0,dodge,Other,good,6 cylinders,gas,92349.0,clean,automatic,rwd,mid-size,coupe,grey,az,32.20706,-110.8372,2824,2021.0,5.0,7.0,13192.714285714286,0,0.0322
palm springs,5999,2005.0,nissan,Other,excellent,8 cylinders,gas,141000.0,clean,automatic,Unknown,Unknown,SUV,Unknown,ca,33.745144,-116.351803,5475,2021.0,4.0,16.0,8812.5,0,0.04915
tampa bay area,26990,2018.0,infiniti,Other,good,6 cylinders,gas,20193.0,clean,other,rwd,Unknown,sedan,black,fl,27.9,-82.78,4127,2021.0,4.0,3.0,6731.0,0,0.01375
hartford,3000,2004.0,bmw,Other,fair,6 cylinders,gas,150700.0,clean,automatic,Unknown,mid-size,sedan,grey,ct,41.5569,-72.6652,338,2021.0,4.0,17.0,8864.70588235294,1,0.0387
fresno / madera,44900,2015.0,Unknown,Other,good,4 cylinders,diesel,55230.0,clean,automatic,rwd,full-size,truck,white,ca,37.3476,-121.887,3504,2021.0,4.0,6.0,9205.0,0,0.04385
fayetteville,64000,2015.0,chevrolet,Unknown,Unknown,8 cylinders,other,1749.0,clean,automatic,fwd,compact,other,Unknown,ar,45.494265,-122.579192,3606,2021.0,4.0,6.0,291.5,0,0.11195
hartford,26995,2011.0,ford,f-250,Unknown,Unknown,other,82009.0,clean,automatic,4wd,Unknown,pickup,red,ct,40.894535,-74.152367,2374,2021.0,4.0,10.0,8200.9,0,0.1533
redding,25990,2019.0,ram,Other,good,6 cylinders,gas,27709.0,clean,other,Unknown,Unknown,pickup,Unknown,ca,33.779214,-84.411811,4770,2021.0,4.0,2.0,13854.5,0,0.0382
bakersfield,25590,2018.0,audi,Other,good,Unknown,gas,19151.0,clean,other,fwd,Unknown,sedan,blue,ca,35.38,-119.02,4285,2021.0,4.0,3.0,6383.666666666667,0,0.01865
tampa bay area,34995,2014.0,tesla,Other,Unknown,Unknown,electric,64225.0,clean,automatic,rwd,full-size,hatchback,black,fl,28.050634,-82.460167,2085,2021.0,4.0,7.0,9175.0,0,0.00265
fort collins / north CO,27590,2019.0,mazda,Other,good,Unknown,gas,7487.0,clean,other,rwd,Unknown,convertible,black,co,40.55,-105.06,4298,2021.0,4.0,2.0,3743.5,0,0.0144
phoenix,20000,2019.0,mitsubishi,Other,excellent,Unknown,gas,6596.0,clean,automatic,4wd,Unknown,Unknown,white,az,33.390465,-111.699004,4857,2021.0,5.0,2.0,3298.0,0,0.00675
"washington, DC",29995,2016.0,ram,Other,Unknown,8 cylinders,Unknown,75507.0,clean,automatic,4wd,Unknown,pickup,white,dc,38.884033,-77.097657,6766,2021.0,4.0,5.0,15101.4,0,0.0382
denver,9337,2015.0,nissan,Other,Unknown,Unknown,gas,67535.0,clean,automatic,fwd,Unknown,hatchback,Unknown,co,39.675975,-105.008636,4570,2021.0,5.0,6.0,11255.833333333334,0,0.04915
south florida,7900,2015.0,nissan,altima,Unknown,4 cylinders,gas,109000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,25.495664,-80.420952,230,2021.0,4.0,6.0,18166.666666666668,0,0.04915
denver,29337,2014.0,cadillac,Other,Unknown,Unknown,gas,97037.0,clean,automatic,4wd,Unknown,SUV,Unknown,co,39.673187,-104.987737,6702,2021.0,5.0,7.0,13862.42857142857,0,0.01445
Other,37990,2018.0,dodge,Other,good,8 cylinders,gas,22869.0,clean,other,rwd,Unknown,coupe,silver,ca,33.779214,-84.411811,4310,2021.0,4.0,3.0,7623.0,0,0.0322
Other,14995,2010.0,chevrolet,Other,excellent,Unknown,gas,91596.0,clean,manual,rwd,Unknown,coupe,Unknown,ga,34.139588,-83.971135,8220,2021.0,4.0,11.0,8326.90909090909,0,0.11195
Other,3999,2003.0,toyota,Other,excellent,4 cylinders,gas,140000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ga,29.6132,-82.3873,425,2021.0,4.0,18.0,7777.777777777777,0,0.09435
"washington, DC",8500,2014.0,chrysler,Other,Unknown,6 cylinders,Unknown,122616.0,clean,automatic,fwd,Unknown,van,black,dc,38.663556,-77.25123,4426,2021.0,4.0,7.0,17516.571428571428,0,0.0129
los angeles,21980,2018.0,ford,mustang,Unknown,4 cylinders,gas,82977.0,clean,automatic,rwd,sub-compact,convertible,white,ca,33.7364,-117.8229,8750,2021.0,5.0,3.0,27659.0,0,0.1533
inland empire,4000,2017.0,toyota,Other,Unknown,Unknown,gas,71555.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,33.7249,-117.909,90,2021.0,4.0,4.0,17888.75,0,0.09435
stockton,12999,2013.0,subaru,outback,excellent,4 cylinders,gas,135150.0,clean,automatic,4wd,mid-size,wagon,white,ca,38.608933,-121.430188,18304,2021.0,4.0,8.0,16893.75,0,0.0224
Other,26995,2013.0,toyota,tundra,Unknown,Unknown,gas,103769.0,clean,automatic,fwd,Unknown,pickup,black,ca,38.22774,-122.6194,2753,2021.0,4.0,8.0,12971.125,0,0.09435
lakeland,26995,2010.0,dodge,Other,Unknown,6 cylinders,diesel,148236.0,clean,automatic,4wd,Unknown,truck,Unknown,fl,28.1762,-81.9591,591,2021.0,5.0,11.0,13476.0,0,0.0322
san diego,29999,2015.0,chevrolet,tahoe,Unknown,Unknown,gas,100554.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,33.19495,-117.37837,1567,2021.0,5.0,6.0,16759.0,0,0.11195
fresno / madera,7999,2010.0,toyota,prius,excellent,4 cylinders,hybrid,165703.0,clean,automatic,fwd,mid-size,sedan,Unknown,ca,38.611926,-121.423565,4008,2021.0,4.0,11.0,15063.90909090909,1,0.09435
sacramento,16590,2010.0,lincoln,Other,good,Unknown,other,45964.0,clean,other,rwd,Unknown,sedan,Unknown,ca,38.58,-121.49,4265,2021.0,5.0,11.0,4178.545454545455,0,0.00915
phoenix,39990,2018.0,gmc,Other,good,8 cylinders,gas,45123.0,clean,automatic,4wd,Unknown,pickup,white,az,33.51,-112.36,4366,2021.0,5.0,3.0,15041.0,0,0.0319
flagstaff / sedona,28000,2010.0,toyota,Other,excellent,6 cylinders,gas,168000.0,clean,automatic,4wd,full-size,SUV,custom,az,35.387623,-111.384791,1672,2021.0,4.0,11.0,15272.727272727272,1,0.09435
stockton,21981,2016.0,mazda,Other,Unknown,4 cylinders,gas,43615.0,clean,automatic,fwd,Unknown,SUV,blue,ca,37.500955,-121.975987,6242,2021.0,4.0,5.0,8723.0,0,0.0144
ocala,11000,2017.0,toyota,corolla,Unknown,Unknown,gas,109646.0,clean,automatic,fwd,Unknown,sedan,blue,fl,28.329026,-81.404237,3648,2021.0,4.0,4.0,27411.5,0,0.09435
south florida,11988,2018.0,volkswagen,Other,excellent,Unknown,gas,66049.0,clean,automatic,fwd,Unknown,sedan,black,fl,26.176613,-80.135957,455,2021.0,5.0,3.0,22016.333333333332,0,0.02345
sarasota-bradenton,57888,2017.0,ford,f-250,Unknown,Unknown,diesel,106585.0,clean,automatic,4wd,Unknown,pickup,white,fl,27.26977,-82.48229,1696,2021.0,4.0,4.0,26646.25,0,0.1533
ventura county,28990,2016.0,lexus,Other,good,6 cylinders,gas,31992.0,clean,other,rwd,Unknown,sedan,black,ca,33.779214,-84.411811,4192,2021.0,4.0,5.0,6398.4,0,0.02515
pueblo,4495,2001.0,ford,expedition,Unknown,Unknown,gas,192548.0,clean,automatic,4wd,Unknown,Unknown,black,co,38.300331,-104.613455,5692,2021.0,4.0,20.0,9627.4,1,0.1533
flagstaff / sedona,28734,2020.0,chevrolet,Other,good,Unknown,gas,10.0,clean,automatic,Unknown,Unknown,other,blue,az,35.189958,-111.666438,2459,2021.0,4.0,1.0,10.0,0,0.11195
Other,7800,2012.0,nissan,Other,Unknown,Unknown,gas,149000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ar,33.431,-93.8765,170,2021.0,5.0,9.0,16555.555555555555,0,0.04915
sarasota-bradenton,64590,2019.0,audi,Other,good,6 cylinders,hybrid,10291.0,clean,other,Unknown,Unknown,other,blue,fl,27.33,-82.54,3940,2021.0,4.0,2.0,5145.5,0,0.01865
phoenix,4499,2010.0,kia,Other,Unknown,Unknown,gas,103886.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,az,33.573966,-112.099607,4006,2021.0,5.0,11.0,9444.181818181818,0,0.0204
tampa bay area,8999,2008.0,jeep,grand cherokee,good,8 cylinders,gas,87388.0,clean,automatic,4wd,full-size,SUV,black,fl,27.9085,-82.7568,219,2021.0,5.0,13.0,6722.153846153846,0,0.03625
reno / tahoe,12345,2015.0,ram,1500,excellent,6 cylinders,gas,98000.0,clean,automatic,4wd,full-size,Unknown,black,ca,39.4703,-118.7861,477,2021.0,5.0,6.0,16333.333333333334,0,0.0382
fort collins / north CO,22495,2014.0,audi,Other,Unknown,6 cylinders,gas,112221.0,clean,automatic,4wd,Unknown,SUV,black,co,40.392756,-104.727851,4716,2021.0,4.0,7.0,16031.57142857143,0,0.01865
jacksonville,34900,2011.0,ford,f-350,Unknown,Unknown,other,163724.0,clean,automatic,4wd,Unknown,other,white,fl,29.23086,-82.14915,3224,2021.0,4.0,10.0,16372.4,1,0.1533
orlando,18000,2008.0,jeep,Other,like new,6 cylinders,gas,105650.0,clean,automatic,rwd,mid-size,SUV,black,fl,28.6625,-81.4117,575,2021.0,5.0,13.0,8126.923076923077,0,0.03625
south florida,3500,2009.0,nissan,Other,good,4 cylinders,gas,114000.0,clean,automatic,fwd,compact,sedan,silver,fl,26.159262,-80.220341,63,2021.0,5.0,12.0,9500.0,0,0.04915
anchorage / mat-su,13995,2014.0,cadillac,Other,Unknown,6 cylinders,other,110697.0,clean,automatic,Unknown,Unknown,sedan,custom,ak,61.1549,-149.8866,2478,2021.0,4.0,7.0,15813.857142857143,0,0.01445
tucson,12999,2008.0,ram,2500,excellent,8 cylinders,gas,242027.0,clean,automatic,4wd,full-size,truck,white,az,33.683854,-112.104599,440,2021.0,4.0,13.0,18617.46153846154,1,0.0382
fort collins / north CO,5995,2004.0,lexus,Other,Unknown,6 cylinders,gas,193186.0,clean,automatic,fwd,Unknown,sedan,silver,co,40.152227,-105.102521,1601,2021.0,5.0,17.0,11363.882352941177,1,0.02515
san diego,17990,2016.0,bmw,Other,good,Unknown,electric,21144.0,clean,other,rwd,Unknown,hatchback,Unknown,ca,32.86,-117.24,3931,2021.0,4.0,5.0,4228.8,0,0.0387
tucson,20695,2015.0,honda,cr-v,Unknown,4 cylinders,gas,35133.0,clean,automatic,fwd,mid-size,SUV,white,az,32.271329,-110.993712,7612,2021.0,5.0,6.0,5855.5,0,0.0545
fayetteville,9900,2011.0,mercedes-benz,Other,like new,6 cylinders,diesel,172547.0,clean,automatic,fwd,mid-size,sedan,black,ar,36.173677,-94.169448,256,2021.0,4.0,10.0,17254.7,1,0.03715
