region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,description_length,posting_year,posting_month,car_age,odometer_per_year,is_high_mileage,manufacturer_frequency
san diego,39590,2019.0,volkswagen,Other,good,Unknown,other,16068.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,32.86,-117.24,4263,2021.0,5.0,2.0,8034.0,0,0.02345
modesto,20995,2018.0,toyota,Other,like new,4 cylinders,gas,62107.0,clean,automatic,fwd,Unknown,sedan,blue,ca,37.596846,-120.938695,1416,2021.0,4.0,3.0,20702.333333333332,0,0.09435
fresno / madera,29478,2008.0,ram,Unknown,Unknown,Unknown,diesel,142811.0,clean,automatic,4wd,Unknown,pickup,white,ca,36.812126,-119.789185,2356,2021.0,4.0,13.0,10985.461538461539,0,0.0382
yuba-sutter,8488,2016.0,chevrolet,Other,excellent,6 cylinders,gas,,clean,automatic,fwd,Unknown,sedan,white,ca,38.5892,-121.4057,4024,2021.0,4.0,5.0,,0,0.11195
hawaii,37888,2018.0,mercedes-benz,c-class,Unknown,Unknown,gas,15608.0,clean,automatic,Unknown,compact,sedan,grey,hi,21.299668,-157.852935,3111,2021.0,5.0,3.0,5202.666666666667,0,0.03715
colorado springs,10499,2011.0,mercedes-benz,c-class,excellent,6 cylinders,gas,92878.0,clean,automatic,4wd,mid-size,sedan,grey,co,38.845493,-104.775829,787,2021.0,4.0,10.0,9287.8,0,0.03715
orlando,3900,2004.0,jaguar,Other,excellent,6 cylinders,gas,142584.0,clean,automatic,4wd,Unknown,Unknown,white,fl,28.604366,-81.407405,4731,2021.0,5.0,17.0,8387.29411764706,0,0.00495
denver,28975,2014.0,chevrolet,silverado 2500hd,Unknown,Unknown,gas,126641.0,clean,automatic,4wd,Unknown,Unknown,Unknown,co,39.523061,-104.764981,941,2021.0,5.0,7.0,18091.571428571428,0,0.11195
Other,29990,2018.0,alfa-romeo,Other,good,Unknown,other,14315.0,clean,other,Unknown,Unknown,hatchback,Unknown,co,40.02104,-105.26465,3986,2021.0,4.0,3.0,4771.666666666667,0,0.00235
phoenix,16900,2013.0,ford,Other,fair,6 cylinders,gas,164000.0,clean,automatic,4wd,full-size,pickup,white,az,33.3887,-111.8428,276,2021.0,5.0,8.0,20500.0,1,0.1533
Other,5500,2007.0,chevrolet,impala,excellent,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,Unknown,white,fl,30.728562,-86.571652,437,2021.0,5.0,14.0,11428.57142857143,1,0.11195
"washington, DC",8995,2012.0,gmc,Other,Unknown,6 cylinders,Unknown,78699.0,clean,automatic,fwd,Unknown,SUV,black,dc,38.884033,-77.097657,7050,2021.0,4.0,9.0,8744.333333333334,0,0.0319
visalia-tulare,26590,2018.0,mercedes-benz,Other,good,Unknown,other,20437.0,clean,other,rwd,Unknown,sedan,white,ca,36.4,-119.38,5107,2021.0,4.0,3.0,6812.333333333333,0,0.03715
atlanta,12900,2006.0,toyota,Other,excellent,6 cylinders,gas,226000.0,clean,manual,4wd,Unknown,offroad,red,ga,33.9135,-84.6859,360,2021.0,4.0,15.0,15066.666666666666,1,0.09435
little rock,34800,2000.0,ford,Other,excellent,Unknown,diesel,71316.0,clean,manual,4wd,Unknown,Unknown,Unknown,ar,38.5128,-90.6306,1171,2021.0,4.0,21.0,3396.0,0,0.1533
orange county,13900,2015.0,toyota,corolla,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,Unknown,sedan,white,ca,33.875577,-117.570384,3846,2021.0,4.0,6.0,0.0,0,0.09435
Other,22000,2016.0,jeep,wrangler,Unknown,Unknown,gas,65000.0,salvage,automatic,Unknown,Unknown,Unknown,Unknown,ca,40.7592,-124.1593,332,2021.0,4.0,5.0,13000.0,0,0.03625
redding,12995,2015.0,nissan,Other,excellent,4 cylinders,gas,74388.0,clean,automatic,fwd,full-size,sedan,red,ca,39.145315,-121.59608,6706,2021.0,5.0,6.0,12398.0,0,0.04915
san diego,28950,2020.0,dodge,charger,Unknown,8 cylinders,gas,2786.0,clean,automatic,rwd,full-size,sedan,blue,ca,25.827103,-80.24152,7014,2021.0,5.0,1.0,2786.0,0,0.0322
Other,25990,2017.0,ford,Other,good,Unknown,other,74795.0,clean,other,4wd,Unknown,SUV,red,ga,33.7865,-84.4454,4130,2021.0,4.0,4.0,18698.75,0,0.1533
hawaii,26995,2008.0,ford,Other,good,8 cylinders,gas,20903.0,clean,automatic,rwd,mid-size,pickup,blue,hi,21.320539,-157.877376,5477,2021.0,5.0,13.0,1607.923076923077,0,0.1533
flagstaff / sedona,8995,2010.0,honda,civic,good,4 cylinders,gas,134000.0,clean,automatic,fwd,mid-size,sedan,white,az,35.1859,-111.662,980,2021.0,4.0,11.0,12181.818181818182,0,0.0545
tampa bay area,5988,2010.0,hyundai,elantra,Unknown,4 cylinders,gas,111759.0,clean,automatic,fwd,Unknown,Unknown,Unknown,fl,27.473591,-82.570679,4386,2021.0,5.0,11.0,10159.90909090909,0,0.0267
jacksonville,31795,2017.0,chevrolet,Other,excellent,8 cylinders,gas,115541.0,clean,automatic,4wd,full-size,truck,blue,fl,30.207288,-81.738969,3420,2021.0,5.0,4.0,28885.25,0,0.11195
Other,27990,2016.0,audi,Other,good,6 cylinders,gas,45958.0,clean,other,Unknown,Unknown,sedan,Unknown,ca,36.27,-119.63,4387,2021.0,4.0,5.0,9191.6,0,0.01865
daytona beach,25950,2016.0,ford,Other,Unknown,8 cylinders,gas,74725.0,clean,automatic,rwd,Unknown,Unknown,white,fl,29.04624,-80.934561,6215,2021.0,4.0,5.0,14945.0,0,0.1533
atlanta,23426,2018.0,hyundai,Other,Unknown,6 cylinders,gas,45064.0,clean,automatic,fwd,full-size,SUV,black,ga,34.087409,-83.945058,344,2021.0,4.0,3.0,15021.333333333334,0,0.0267
fresno / madera,10500,2007.0,toyota,Other,like new,6 cylinders,gas,77000.0,clean,automatic,fwd,Unknown,sedan,black,ca,36.915606,-119.579153,2392,2021.0,4.0,14.0,5500.0,0,0.09435
tucson,2700,2000.0,ford,Other,like new,6 cylinders,gas,91000.0,clean,automatic,fwd,mid-size,sedan,Unknown,az,32.2435,-110.9794,317,2021.0,5.0,21.0,4333.333333333333,0,0.1533
hartford,6300,2010.0,honda,odyssey,Unknown,Unknown,gas,129000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ct,41.7472,-72.6103,456,2021.0,5.0,11.0,11727.272727272728,0,0.0545
bakersfield,5300,2012.0,ford,Other,good,4 cylinders,gas,106091.0,clean,automatic,fwd,Unknown,sedan,green,ca,35.7715,-119.2459,286,2021.0,4.0,9.0,11787.888888888889,0,0.1533
redding,49999,2018.0,ram,Other,excellent,6 cylinders,diesel,70725.0,clean,automatic,4wd,Unknown,truck,Unknown,ca,38.704597,-121.271803,2944,2021.0,4.0,3.0,23575.0,0,0.0382
fresno / madera,30863,2015.0,gmc,sierra,Unknown,Unknown,gas,75817.0,clean,automatic,rwd,Unknown,pickup,black,ca,36.812126,-119.789185,2309,2021.0,5.0,6.0,12636.166666666666,0,0.0319
lakeland,22990,2013.0,lexus,Other,good,6 cylinders,gas,67266.0,clean,other,rwd,Unknown,convertible,black,fl,28.04,-81.96,4433,2021.0,4.0,8.0,8408.25,0,0.02515
tucson,25995,2018.0,dodge,Other,Unknown,6 cylinders,gas,14343.0,clean,automatic,rwd,Unknown,coupe,red,az,32.236075,-110.878886,635,2021.0,4.0,3.0,4781.0,0,0.0322
hawaii,17000,2017.0,volkswagen,jetta,Unknown,4 cylinders,gas,16670.0,clean,automatic,fwd,Unknown,sedan,red,hi,21.318059,-157.865187,2915,2021.0,5.0,4.0,4167.5,0,0.02345
hawaii,29500,2015.0,jeep,Other,excellent,6 cylinders,gas,74760.0,clean,automatic,4wd,Unknown,Unknown,black,hi,19.5893,-154.9926,172,2021.0,5.0,6.0,12460.0,0,0.03625
delaware,3500,2006.0,pontiac,Other,like new,6 cylinders,gas,156000.0,clean,automatic,Unknown,Unknown,Unknown,silver,de,38.924,-75.5843,106,2021.0,5.0,15.0,10400.0,1,0.00365
Other,39590,2018.0,bmw,Other,good,Unknown,other,31904.0,clean,automatic,Unknown,Unknown,SUV,black,ga,31.57,-84.17,4496,2021.0,4.0,3.0,10634.666666666666,0,0.0387
jacksonville,18800,2007.0,ford,Other,excellent,8 cylinders,diesel,205110.0,clean,automatic,4wd,full-size,truck,white,fl,27.392468,-80.329814,2266,2021.0,4.0,14.0,14650.714285714286,1,0.1533
atlanta,20990,2018.0,volkswagen,Other,good,Unknown,gas,19974.0,clean,other,Unknown,Unknown,other,blue,ga,33.75,-84.39,4348,2021.0,4.0,3.0,6658.0,0,0.02345
new haven,18590,2018.0,honda,Other,good,Unknown,other,53628.0,clean,other,Unknown,Unknown,hatchback,black,ct,41.31,-72.92,3847,2021.0,4.0,3.0,17876.0,0,0.0545
fresno / madera,29999,2008.0,ford,Other,excellent,8 cylinders,diesel,139157.0,clean,automatic,4wd,full-size,pickup,grey,ca,36.830997,-119.700508,1293,2021.0,4.0,13.0,10704.384615384615,0,0.1533
atlanta,38995,2020.0,toyota,4runner,Unknown,6 cylinders,gas,21100.0,clean,automatic,4wd,Unknown,SUV,grey,ga,38.6459,-90.3264,785,2021.0,4.0,1.0,21100.0,0,0.09435
reno / tahoe,4900,2009.0,chrysler,Other,fair,8 cylinders,hybrid,163000.0,clean,automatic,4wd,full-size,SUV,silver,ca,39.530129,-119.766241,398,2021.0,5.0,12.0,13583.333333333334,1,0.0129
san diego,4999,2006.0,honda,Other,like new,4 cylinders,gas,210000.0,clean,automatic,fwd,mid-size,sedan,blue,ca,32.617284,-117.084281,2208,2021.0,5.0,15.0,14000.0,1,0.0545
south florida,30990,2014.0,chevrolet,Other,good,8 cylinders,other,87922.0,clean,other,4wd,Unknown,other,white,fl,26.14,-80.13,4170,2021.0,5.0,7.0,12560.285714285714,0,0.11195
bakersfield,26998,2018.0,infiniti,Other,excellent,Unknown,gas,,clean,manual,rwd,Unknown,sedan,Unknown,ca,36.837679,-119.809638,4423,2021.0,4.0,3.0,,0,0.01375
"washington, DC",7999,2011.0,dodge,Other,good,6 cylinders,gas,271000.0,clean,automatic,fwd,full-size,van,yellow,dc,38.8149,-77.121,535,2021.0,4.0,10.0,27100.0,1,0.0322
colorado springs,20000,1989.0,nissan,Other,fair,Unknown,gas,54000.0,clean,manual,rwd,Unknown,coupe,black,co,38.9112,-104.7891,505,2021.0,4.0,32.0,1687.5,0,0.04915
atlanta,17900,2019.0,ford,Other,like new,3 cylinders,gas,13900.0,clean,automatic,fwd,Unknown,SUV,blue,ga,33.948316,-84.460659,1040,2021.0,5.0,2.0,6950.0,0,0.1533
Other,37590,2017.0,chevrolet,Other,good,Unknown,other,40152.0,clean,other,4wd,Unknown,pickup,blue,ca,33.779214,-84.411811,4412,2021.0,4.0,4.0,10038.0,0,0.11195
ventura county,9500,2014.0,dodge,Other,excellent,6 cylinders,gas,151000.0,clean,automatic,rwd,mid-size,sedan,black,ca,34.274882,-119.214291,32,2021.0,4.0,7.0,21571.428571428572,1,0.0322
inland empire,28950,2020.0,mercedes-benz,Other,like new,4 cylinders,gas,13047.0,clean,automatic,fwd,Unknown,SUV,white,ca,33.0279,-117.0856,976,2021.0,4.0,1.0,13047.0,0,0.03715
colorado springs,49990,2018.0,bmw,Other,good,8 cylinders,gas,17083.0,clean,automatic,Unknown,Unknown,other,black,co,38.82108,-104.82311,4616,2021.0,4.0,3.0,5694.333333333333,0,0.0387
hawaii,55995,2016.0,porsche,Other,Unknown,6 cylinders,gas,19140.0,clean,other,4wd,Unknown,sedan,white,hi,21.297002,-157.860961,5555,2021.0,5.0,5.0,3828.0,0,0.00405
palm springs,21000,2007.0,chevrolet,Other,excellent,8 cylinders,gas,84300.0,clean,automatic,rwd,compact,coupe,white,ca,33.7643,-116.4225,431,2021.0,4.0,14.0,6021.428571428572,0,0.11195
new haven,8900,2011.0,honda,accord,excellent,4 cylinders,gas,110000.0,clean,automatic,fwd,mid-size,sedan,grey,ct,41.5503,-72.9963,147,2021.0,4.0,10.0,11000.0,0,0.0545
denver,26990,2017.0,nissan,Other,good,8 cylinders,gas,41335.0,clean,other,4wd,Unknown,pickup,red,co,39.76,-104.87,4506,2021.0,5.0,4.0,10333.75,0,0.04915
little rock,27590,2018.0,lincoln,Other,good,6 cylinders,other,23818.0,clean,other,fwd,Unknown,SUV,blue,ar,34.72,-92.35,3954,2021.0,4.0,3.0,7939.333333333333,0,0.00915
tampa bay area,48600,2016.0,chevrolet,silverado,excellent,8 cylinders,diesel,33500.0,lien,automatic,4wd,full-size,pickup,red,fl,28.4247,-82.2185,165,2021.0,5.0,5.0,6700.0,0,0.11195
los angeles,16990,2014.0,volkswagen,Other,good,Unknown,gas,64086.0,clean,other,fwd,Unknown,sedan,black,ca,34.00921,-118.10252,4342,2021.0,5.0,7.0,9155.142857142857,0,0.02345
phoenix,44977,2020.0,Unknown,Other,like new,8 cylinders,gas,22432.0,clean,automatic,rwd,mid-size,coupe,orange,az,33.40737,-111.865153,816,2021.0,5.0,1.0,22432.0,0,0.04385
phoenix,18590,2018.0,kia,Other,good,Unknown,other,20005.0,clean,other,Unknown,Unknown,other,silver,az,33.5,-112.05,4014,2021.0,5.0,3.0,6668.333333333333,0,0.0204
inland empire,15487,2014.0,ford,Other,Unknown,6 cylinders,other,105848.0,clean,automatic,Unknown,Unknown,pickup,white,ca,34.0794,-117.4551,4565,2021.0,5.0,7.0,15121.142857142857,0,0.1533
monterey bay,16995,2017.0,honda,Other,good,4 cylinders,gas,41179.0,clean,other,fwd,Unknown,sedan,black,ca,36.683288,-121.652752,3334,2021.0,4.0,4.0,10294.75,0,0.0545
tallahassee,3494,1998.0,ford,Other,fair,8 cylinders,gas,141580.0,clean,manual,rwd,full-size,convertible,black,fl,30.487871,-84.146324,282,2021.0,4.0,23.0,6155.652173913043,0,0.1533
Other,7680,2013.0,toyota,corolla,Unknown,Unknown,gas,113950.0,clean,automatic,fwd,Unknown,other,silver,ct,41.197651,-73.20814,2264,2021.0,4.0,8.0,14243.75,0,0.09435
Other,8500,1982.0,cadillac,Unknown,excellent,8 cylinders,gas,42000.0,clean,automatic,rwd,full-size,Unknown,yellow,fl,27.4924,-81.4357,245,2021.0,4.0,39.0,1076.923076923077,0,0.01445
bakersfield,46977,2019.0,volvo,Other,excellent,Unknown,gas,31456.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,35.283445,-120.658029,4188,2021.0,4.0,2.0,15728.0,0,0.00935
jacksonville,14600,2005.0,porsche,Other,excellent,6 cylinders,gas,151000.0,clean,manual,rwd,mid-size,convertible,black,fl,30.318518,-81.524592,1124,2021.0,4.0,16.0,9437.5,1,0.00405
inland empire,6500,2002.0,ford,Unknown,Unknown,Unknown,gas,1.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.0315,-117.2874,710,2021.0,5.0,19.0,0.05263157894736842,0,0.1533
ft myers / SW florida,39990,2018.0,audi,Other,good,6 cylinders,other,33824.0,clean,other,Unknown,Unknown,sedan,black,fl,26.14,-81.79,4239,2021.0,4.0,3.0,11274.666666666666,0,0.01865
SF bay area,19990,2019.0,mitsubishi,Other,good,Unknown,gas,5626.0,clean,other,Unknown,Unknown,hatchback,blue,ca,37.45,-122.1,4275,2021.0,5.0,2.0,2813.0,0,0.00675
palm springs,16500,2015.0,toyota,Other,excellent,4 cylinders,hybrid,33780.0,clean,automatic,Unknown,Unknown,other,Unknown,ca,33.811899,-116.544005,5947,2021.0,4.0,6.0,5630.0,0,0.09435
tucson,13999,2009.0,Unknown,Other,like new,6 cylinders,gas,55278.0,clean,automatic,rwd,full-size,sedan,white,az,32.1941,-110.9739,1283,2021.0,5.0,12.0,4606.5,0,0.04385
chico,25997,2015.0,lexus,Other,Unknown,Unknown,gas,84173.0,clean,automatic,fwd,Unknown,sedan,white,ca,38.605011,-121.401917,1276,2021.0,4.0,6.0,14028.833333333334,0,0.02515
Other,49990,2017.0,chevrolet,Other,good,8 cylinders,gas,7400.0,clean,other,rwd,Unknown,coupe,silver,az,31.59,-110.17,4302,2021.0,4.0,4.0,1850.0,0,0.11195
ventura county,24950,2008.0,mercedes-benz,Other,excellent,8 cylinders,gas,44000.0,clean,automatic,rwd,mid-size,sedan,black,ca,34.19349,-118.850183,98,2021.0,5.0,13.0,3384.6153846153848,0,0.03715
Other,47500,2017.0,bmw,Other,excellent,8 cylinders,gas,37960.0,clean,automatic,4wd,full-size,SUV,grey,ga,32.087,-81.25,342,2021.0,5.0,4.0,9490.0,0,0.0387
yuba-sutter,37788,2016.0,chevrolet,Other,good,8 cylinders,gas,24256.0,clean,automatic,4wd,Unknown,pickup,Unknown,ca,38.610767,-121.422557,3108,2021.0,4.0,5.0,4851.2,0,0.11195
flagstaff / sedona,18995,2016.0,subaru,Other,like new,4 cylinders,gas,93000.0,clean,manual,4wd,mid-size,wagon,silver,az,35.1859,-111.662,1004,2021.0,4.0,5.0,18600.0,0,0.0224
SF bay area,16499,2015.0,mazda,Other,Unknown,4 cylinders,gas,37133.0,clean,automatic,fwd,mid-size,hatchback,blue,ca,37.335987,-121.777603,10371,2021.0,5.0,6.0,6188.833333333333,0,0.0144
ventura county,33500,2015.0,jeep,Other,excellent,6 cylinders,gas,71000.0,clean,automatic,rwd,mid-size,SUV,white,ca,34.2846,-119.2222,1026,2021.0,4.0,6.0,11833.333333333334,0,0.03625
fort collins / north CO,4500,2008.0,buick,Other,fair,6 cylinders,gas,144000.0,clean,automatic,4wd,full-size,SUV,red,co,40.552581,-105.039203,1007,2021.0,4.0,13.0,11076.923076923076,0,0.00855
modesto,7999,2012.0,buick,Other,Unknown,Unknown,gas,199929.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,37.7741,-120.8377,2799,2021.0,4.0,9.0,22214.333333333332,1,0.00855
fort collins / north CO,12488,2009.0,jeep,grand cherokee,Unknown,Unknown,gas,99835.0,clean,automatic,4wd,Unknown,SUV,silver,co,39.71087,-105.00285,1456,2021.0,4.0,12.0,8319.583333333334,0,0.03625
south florida,23952,2013.0,jeep,Other,Unknown,6 cylinders,gas,111111.0,clean,automatic,4wd,mid-size,SUV,black,fl,26.053262,-80.366885,10305,2021.0,4.0,8.0,13888.875,0,0.03625
fresno / madera,11000,1995.0,toyota,tacoma,good,6 cylinders,gas,147600.0,clean,manual,4wd,compact,truck,brown,ca,37.4076,-119.7233,640,2021.0,5.0,26.0,5676.923076923077,0,0.09435
reno / tahoe,8000,1985.0,chevrolet,silverado 1500,good,8 cylinders,gas,80000.0,clean,automatic,4wd,Unknown,truck,Unknown,ca,38.888263,-119.733953,325,2021.0,4.0,36.0,2222.222222222222,0,0.11195
modesto,15488,2017.0,chevrolet,Other,Unknown,Unknown,hybrid,38808.0,clean,automatic,Unknown,compact,hatchback,Unknown,ca,38.616082,-121.401991,3121,2021.0,4.0,4.0,9702.0,0,0.11195
modesto,30000,2004.0,ford,Other,excellent,8 cylinders,gas,99100.0,clean,automatic,Unknown,Unknown,Unknown,white,ca,34.062796,-118.085415,1146,2021.0,5.0,17.0,5829.411764705882,0,0.1533
modesto,45988,2018.0,mercedes-benz,Other,excellent,Unknown,gas,,clean,automatic,rwd,Unknown,SUV,Unknown,ca,36.837679,-119.809638,5694,2021.0,4.0,3.0,,0,0.03715
tampa bay area,4900,2009.0,ford,Other,excellent,6 cylinders,gas,116524.0,clean,automatic,fwd,full-size,sedan,black,fl,27.894398,-82.755794,444,2021.0,4.0,12.0,9710.333333333334,0,0.1533
SF bay area,24999,2020.0,toyota,Other,good,Unknown,gas,18705.0,clean,automatic,fwd,Unknown,sedan,Unknown,ca,38.008142,-121.831459,3421,2021.0,5.0,1.0,18705.0,0,0.09435
denver,16248,2018.0,buick,Other,good,Unknown,other,62215.0,clean,automatic,Unknown,Unknown,other,red,co,40.40815,-105.064075,2630,2021.0,5.0,3.0,20738.333333333332,0,0.00855
SF bay area,16488,2017.0,nissan,Other,excellent,4 cylinders,gas,42002.0,Unknown,other,Unknown,Unknown,sedan,Unknown,ca,37.963201,-122.509472,5887,2021.0,5.0,4.0,10500.5,0,0.04915
orlando,34990,2014.0,bmw,Other,good,Unknown,gas,35788.0,clean,automatic,rwd,Unknown,other,white,fl,28.5,-81.37,4644,2021.0,4.0,7.0,5112.571428571428,0,0.0387
reno / tahoe,28999,2012.0,ram,Other,excellent,6 cylinders,diesel,204240.0,clean,automatic,Unknown,Unknown,truck,Unknown,ca,38.6946,-121.2692,2641,2021.0,4.0,9.0,22693.333333333332,1,0.0382
Other,29590,2014.0,lexus,Other,good,8 cylinders,gas,60820.0,clean,automatic,Unknown,Unknown,sedan,silver,fl,25.08,-80.44,4292,2021.0,4.0,7.0,8688.57142857143,0,0.02515
colorado springs,29950,2012.0,chevrolet,silverado,Unknown,Unknown,gas,115968.0,clean,automatic,4wd,Unknown,pickup,silver,co,40.624962,-103.219833,2099,2021.0,4.0,9.0,12885.333333333334,0,0.11195
fresno / madera,39598,2018.0,mercedes-benz,e-class,excellent,Unknown,gas,,clean,automatic,rwd,Unknown,sedan,Unknown,ca,36.837679,-119.809638,4065,2021.0,4.0,3.0,,0,0.03715
hartford,4988,2006.0,dodge,Other,Unknown,Unknown,gas,65974.0,clean,automatic,fwd,Unknown,van,white,ct,41.915593,-72.61482,1269,2021.0,4.0,15.0,4398.266666666666,0,0.0322
hawaii,23288,2019.0,toyota,Other,Unknown,Unknown,Unknown,7101.0,clean,automatic,fwd,Unknown,Unknown,custom,hi,21.344376,-157.896975,1539,2021.0,5.0,2.0,3550.5,0,0.09435
"washington, DC",3500,2004.0,jeep,Other,Unknown,6 cylinders,gas,149349.0,clean,automatic,rwd,Unknown,SUV,black,dc,38.663556,-77.25123,2327,2021.0,4.0,17.0,8785.235294117647,0,0.03625
yuba-sutter,9499,2006.0,honda,Other,excellent,4 cylinders,gas,117829.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,39.123441,-121.61144,2150,2021.0,4.0,15.0,7855.266666666666,0,0.0545
ft myers / SW florida,31990,2017.0,cadillac,Other,good,6 cylinders,gas,26906.0,clean,other,Unknown,Unknown,sedan,Unknown,fl,26.63,-81.85,4312,2021.0,4.0,4.0,6726.5,0,0.01445
Other,19990,2015.0,honda,Other,good,Unknown,other,42097.0,clean,other,Unknown,Unknown,SUV,silver,ca,33.7865,-84.4454,3969,2021.0,4.0,6.0,7016.166666666667,0,0.0545
jacksonville,5500,2004.0,Unknown,Other,Unknown,Unknown,gas,125931.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,fl,30.3172,-81.722,326,2021.0,4.0,17.0,7407.705882352941,0,0.04385
Other,8990,2013.0,Unknown,Other,good,Unknown,gas,59072.0,clean,automatic,rwd,Unknown,coupe,silver,ca,33.7865,-84.4454,4015,2021.0,4.0,8.0,7384.0,0,0.04385
sarasota-bradenton,3995,1990.0,Unknown,Other,Unknown,Unknown,gas,123386.0,clean,automatic,Unknown,sub-compact,convertible,yellow,fl,27.318691,-82.450523,2033,2021.0,4.0,31.0,3980.1935483870966,0,0.04385
stockton,8998,2011.0,bmw,3 series,excellent,Unknown,diesel,141439.0,clean,automatic,rwd,Unknown,sedan,black,ca,38.64104,-121.428661,7140,2021.0,4.0,10.0,14143.9,0,0.0387
tampa bay area,67935,2020.0,toyota,Other,excellent,6 cylinders,gas,2.0,Unknown,automatic,Unknown,Unknown,van,Unknown,fl,27.270402,-82.530222,6372,2021.0,4.0,1.0,2.0,0,0.09435
ocala,14998,2013.0,audi,Other,Unknown,Unknown,other,127189.0,clean,automatic,Unknown,compact,sedan,silver,fl,28.01567,-82.45978,2238,2021.0,4.0,8.0,15898.625,0,0.01865
jacksonville,7499,2011.0,ford,Other,good,6 cylinders,gas,128133.0,clean,automatic,4wd,Unknown,SUV,grey,fl,30.289976,-81.635535,313,2021.0,4.0,10.0,12813.3,0,0.1533
orlando,24990,2018.0,gmc,Other,good,Unknown,other,32329.0,clean,other,Unknown,Unknown,pickup,Unknown,fl,28.5,-81.37,4505,2021.0,5.0,3.0,10776.333333333334,0,0.0319
Other,29590,2018.0,audi,Other,good,Unknown,other,36854.0,clean,automatic,Unknown,Unknown,sedan,white,ga,31.15,-81.48,4365,2021.0,4.0,3.0,12284.666666666666,0,0.01865
palm springs,17999,2012.0,audi,Other,excellent,4 cylinders,gas,87000.0,clean,automatic,4wd,Unknown,SUV,Unknown,ca,33.743904,-116.359028,5898,2021.0,4.0,9.0,9666.666666666666,0,0.01865
jacksonville,18000,2012.0,dodge,Other,like new,Unknown,gas,77000.0,clean,manual,Unknown,full-size,SUV,silver,fl,30.3584,-81.692,101,2021.0,4.0,9.0,8555.555555555555,0,0.0322
south florida,11495,2014.0,acura,Other,excellent,6 cylinders,gas,157000.0,clean,automatic,4wd,full-size,sedan,black,fl,25.7539,-80.2253,149,2021.0,5.0,7.0,22428.571428571428,1,0.01315
south florida,5997,2007.0,nissan,Other,Unknown,Unknown,gas,,clean,automatic,fwd,Unknown,sedan,blue,fl,26.058868,-80.208536,2388,2021.0,5.0,14.0,,0,0.04915
ventura county,8899,2011.0,toyota,Other,excellent,4 cylinders,gas,130760.0,clean,automatic,fwd,mid-size,sedan,silver,ca,34.245358,-118.421508,1032,2021.0,4.0,10.0,13076.0,0,0.09435
jacksonville,32999,2012.0,ford,Other,Unknown,8 cylinders,diesel,169258.0,clean,automatic,4wd,Unknown,pickup,silver,fl,28.8013,-81.285,9341,2021.0,4.0,9.0,18806.444444444445,1,0.1533
inland empire,11500,2001.0,ford,Other,excellent,Unknown,diesel,80768.0,clean,automatic,Unknown,Unknown,Unknown,white,ca,33.6647,-117.1743,213,2021.0,4.0,20.0,4038.4,0,0.1533
los angeles,7500,1991.0,Unknown,Other,Unknown,Unknown,gas,100000.0,clean,automatic,Unknown,Unknown,Unknown,Unknown,ca,34.2572,-118.6012,205,2021.0,5.0,30.0,3333.3333333333335,0,0.04385
"washington, DC",14995,2017.0,ram,Other,Unknown,6 cylinders,gas,95694.0,clean,automatic,Unknown,Unknown,van,white,dc,38.262779,-77.494849,1228,2021.0,4.0,4.0,23923.5,0,0.0382
hawaii,21000,2015.0,mercedes-benz,Other,Unknown,Unknown,gas,30760.0,clean,automatic,Unknown,compact,sedan,silver,hi,21.37842,-158.02241,4473,2021.0,4.0,6.0,5126.666666666667,0,0.03715
colorado springs,7399,2012.0,honda,civic,Unknown,4 cylinders,gas,131350.0,clean,automatic,fwd,Unknown,sedan,custom,co,39.7436,-105.0643,2688,2021.0,4.0,9.0,14594.444444444445,0,0.0545
jacksonville,63205,2020.0,toyota,Other,excellent,6 cylinders,gas,2.0,Unknown,automatic,Unknown,Unknown,van,Unknown,fl,28.59698,-81.398555,5467,2021.0,4.0,1.0,2.0,0,0.09435
